Sample	Family ID	Population	Population Description	Gender
HG01175	PR36	PUR	Puerto Rican in Puerto Rico	female
HG01176	PR42	PUR	Puerto Rican in Puerto Rico	male
HG01177	PR42	PUR	Puerto Rican in Puerto Rico	female
HG01178	PR42	PUR	Puerto Rican in Puerto Rico	male
HG01182	PR44	PUR	Puerto Rican in Puerto Rico	male
HG01183	PR44	PUR	Puerto Rican in Puerto Rico	female
HG01184	PR44	PUR	Puerto Rican in Puerto Rico	female
HG01187	PR38	PUR	Puerto Rican in Puerto Rico	male
HG01188	PR38	PUR	Puerto Rican in Puerto Rico	female
HG01189	PR38	PUR	Puerto Rican in Puerto Rico	male
HG01190	PR40	PUR	Puerto Rican in Puerto Rico	male
HG01191	PR40	PUR	Puerto Rican in Puerto Rico	female
HG01192	PR40	PUR	Puerto Rican in Puerto Rico	male
HG01195	PR45	PUR	Puerto Rican in Puerto Rico	female
HG01197	PR46	PUR	Puerto Rican in Puerto Rico	male
HG01198	PR46	PUR	Puerto Rican in Puerto Rico	female
HG01199	PR46	PUR	Puerto Rican in Puerto Rico	male
HG01200	PR47	PUR	Puerto Rican in Puerto Rico	male
HG01204	PR49	PUR	Puerto Rican in Puerto Rico	male
HG01205	PR49	PUR	Puerto Rican in Puerto Rico	female
HG01206	PR49	PUR	Puerto Rican in Puerto Rico	male
HG01241	PR22	PUR	Puerto Rican in Puerto Rico	male
HG01242	PR22	PUR	Puerto Rican in Puerto Rico	female
HG01243	PR22	PUR	Puerto Rican in Puerto Rico	male
HG01247	PR32	PUR	Puerto Rican in Puerto Rico	male
HG01248	PR32	PUR	Puerto Rican in Puerto Rico	female
HG01249	PR34	PUR	Puerto Rican in Puerto Rico	female
HG01250	CLM14	CLM	Colombian in Medellin, Colombia	male
HG01251	CLM14	CLM	Colombian in Medellin, Colombia	female
HG01252	CLM14	CLM	Colombian in Medellin, Colombia	male
HG01253	CLM15	CLM	Colombian in Medellin, Colombia	male
HG01254	CLM15	CLM	Colombian in Medellin, Colombia	female
HG01255	CLM15	CLM	Colombian in Medellin, Colombia	male
HG01256	CLM16	CLM	Colombian in Medellin, Colombia	male
HG01257	CLM16	CLM	Colombian in Medellin, Colombia	female
HG01258	CLM16	CLM	Colombian in Medellin, Colombia	male
HG01259	CLM17	CLM	Colombian in Medellin, Colombia	male
HG01260	CLM17	CLM	Colombian in Medellin, Colombia	female
HG01261	CLM17	CLM	Colombian in Medellin, Colombia	male
HG01269	CLM20	CLM	Colombian in Medellin, Colombia	female
HG01271	CLM21	CLM	Colombian in Medellin, Colombia	male
HG01272	CLM21	CLM	Colombian in Medellin, Colombia	female
HG01273	CLM21	CLM	Colombian in Medellin, Colombia	male
HG01274	CLM22	CLM	Colombian in Medellin, Colombia	male
HG01275	CLM22	CLM	Colombian in Medellin, Colombia	female
HG01276	CLM22	CLM	Colombian in Medellin, Colombia	female
HG01277	CLM23	CLM	Colombian in Medellin, Colombia	male
HG01278	CLM23	CLM	Colombian in Medellin, Colombia	female
HG01279	CLM23	CLM	Colombian in Medellin, Colombia	female
HG01280	CLM24	CLM	Colombian in Medellin, Colombia	male
HG01281	CLM24	CLM	Colombian in Medellin, Colombia	female
HG01284	CLM25	CLM	Colombian in Medellin, Colombia	female
HG01286	PR58	PUR	Puerto Rican in Puerto Rico	male
HG01301	PR59	PUR	Puerto Rican in Puerto Rico	female
HG01302	PR59	PUR	Puerto Rican in Puerto Rico	male
HG01303	PR59	PUR	Puerto Rican in Puerto Rico	female
HG01305	PR61	PUR	Puerto Rican in Puerto Rico	male
HG01308	PR62	PUR	Puerto Rican in Puerto Rico	male
HG01311	PR63	PUR	Puerto Rican in Puerto Rico	male
HG01312	PR63	PUR	Puerto Rican in Puerto Rico	female
HG01322	PR67	PUR	Puerto Rican in Puerto Rico	male
HG01323	PR67	PUR	Puerto Rican in Puerto Rico	female
HG01324	PR67	PUR	Puerto Rican in Puerto Rico	female
HG01325	PR68	PUR	Puerto Rican in Puerto Rico	male
HG01326	PR68	PUR	Puerto Rican in Puerto Rico	female
HG01327	PR68	PUR	Puerto Rican in Puerto Rico	male
HG01334	HG01334	GBR	British in England and Scotland	male
HG01341	CLM26	CLM	Colombian in Medellin, Colombia	male
HG01342	CLM26	CLM	Colombian in Medellin, Colombia	female
HG01343	CLM26	CLM	Colombian in Medellin, Colombia	female
HG01344	CLM27	CLM	Colombian in Medellin, Colombia	male
HG01345	CLM27	CLM	Colombian in Medellin, Colombia	female
HG01346	CLM27	CLM	Colombian in Medellin, Colombia	female
HG01347	CLM28	CLM	Colombian in Medellin, Colombia	male
HG01348	CLM28	CLM	Colombian in Medellin, Colombia	female
HG01349	CLM28	CLM	Colombian in Medellin, Colombia	female
HG01350	CLM29	CLM	Colombian in Medellin, Colombia	male
HG01351	CLM29	CLM	Colombian in Medellin, Colombia	female
HG01352	CLM29	CLM	Colombian in Medellin, Colombia	female
HG01353	CLM30	CLM	Colombian in Medellin, Colombia	male
HG01354	CLM30	CLM	Colombian in Medellin, Colombia	female
HG01355	CLM30	CLM	Colombian in Medellin, Colombia	female
HG01356	CLM31	CLM	Colombian in Medellin, Colombia	male
HG01357	CLM31	CLM	Colombian in Medellin, Colombia	female
HG01358	CLM31	CLM	Colombian in Medellin, Colombia	male
HG01359	CLM32	CLM	Colombian in Medellin, Colombia	male
HG01360	CLM32	CLM	Colombian in Medellin, Colombia	female
HG01361	CLM32	CLM	Colombian in Medellin, Colombia	female
HG01362	CLM33	CLM	Colombian in Medellin, Colombia	male
HG01363	CLM33	CLM	Colombian in Medellin, Colombia	female
HG01364	CLM33	CLM	Colombian in Medellin, Colombia	female
HG01365	CLM34	CLM	Colombian in Medellin, Colombia	male
HG01366	CLM34	CLM	Colombian in Medellin, Colombia	female
HG01367	CLM34	CLM	Colombian in Medellin, Colombia	female
HG01369	CLM35	CLM	Colombian in Medellin, Colombia	female
HG01372	CLM36	CLM	Colombian in Medellin, Colombia	female
HG01374	CLM37	CLM	Colombian in Medellin, Colombia	male
HG01375	CLM37	CLM	Colombian in Medellin, Colombia	female
HG01376	CLM37	CLM	Colombian in Medellin, Colombia	female
HG01377	CLM38	CLM	Colombian in Medellin, Colombia	male
HG01378	CLM38	CLM	Colombian in Medellin, Colombia	female
HG01379	CLM38	CLM	Colombian in Medellin, Colombia	female
HG01383	CLM40	CLM	Colombian in Medellin, Colombia	male
HG01384	CLM40	CLM	Colombian in Medellin, Colombia	female
HG01385	CLM40	CLM	Colombian in Medellin, Colombia	female
HG01389	CLM42	CLM	Colombian in Medellin, Colombia	male
HG01390	CLM42	CLM	Colombian in Medellin, Colombia	female
HG01391	CLM42	CLM	Colombian in Medellin, Colombia	female
HG01392	PR70	PUR	Puerto Rican in Puerto Rico	male
HG01393	PR70	PUR	Puerto Rican in Puerto Rico	female
HG01394	PR70	PUR	Puerto Rican in Puerto Rico	female
HG01395	PR71	PUR	Puerto Rican in Puerto Rico	male
HG01396	PR71	PUR	Puerto Rican in Puerto Rico	female
HG01397	PR71	PUR	Puerto Rican in Puerto Rico	female
HG01398	PR72	PUR	Puerto Rican in Puerto Rico	male
HG01402	PR74	PUR	Puerto Rican in Puerto Rico	male
HG01403	PR74	PUR	Puerto Rican in Puerto Rico	female
HG01404	PR74	PUR	Puerto Rican in Puerto Rico	female
HG01405	PR75	PUR	Puerto Rican in Puerto Rico	male
HG01411	PR63	PUR	Puerto Rican in Puerto Rico	male
HG01412	PR76	PUR	Puerto Rican in Puerto Rico	male
HG01413	PR78	PUR	Puerto Rican in Puerto Rico	male
HG01414	PR78	PUR	Puerto Rican in Puerto Rico	female
HG01415	PR78	PUR	Puerto Rican in Puerto Rico	female
HG01431	CLM43	CLM	Colombian in Medellin, Colombia	male
HG01432	CLM43	CLM	Colombian in Medellin, Colombia	female
HG01433	CLM43	CLM	Colombian in Medellin, Colombia	male
HG01435	CLM44	CLM	Colombian in Medellin, Colombia	female
HG01437	CLM45	CLM	Colombian in Medellin, Colombia	male
HG01438	CLM45	CLM	Colombian in Medellin, Colombia	female
HG01439	CLM45	CLM	Colombian in Medellin, Colombia	female
HG01440	CLM46a	CLM	Colombian in Medellin, Colombia	male
HG01441	CLM46	CLM	Colombian in Medellin, Colombia	female
HG01442	CLM46	CLM	Colombian in Medellin, Colombia	male
HG01443	CLM47	CLM	Colombian in Medellin, Colombia	male
HG01444	CLM47	CLM	Colombian in Medellin, Colombia	female
HG01445	CLM47	CLM	Colombian in Medellin, Colombia	male
HG01447	CLM48	CLM	Colombian in Medellin, Colombia	female
HG01452	CLM50	CLM	Colombian in Medellin, Colombia	male
HG01453	CLM50	CLM	Colombian in Medellin, Colombia	female
HG01454	CLM50	CLM	Colombian in Medellin, Colombia	female
HG01455	CLM51	CLM	Colombian in Medellin, Colombia	male
HG01456	CLM51	CLM	Colombian in Medellin, Colombia	female
HG01457	CLM51	CLM	Colombian in Medellin, Colombia	male
HG01459	CLM52	CLM	Colombian in Medellin, Colombia	female
HG01461	CLM53	CLM	Colombian in Medellin, Colombia	male
HG01462	CLM53	CLM	Colombian in Medellin, Colombia	female
HG01463	CLM53	CLM	Colombian in Medellin, Colombia	female
HG01464	CLM54	CLM	Colombian in Medellin, Colombia	male
HG01465	CLM54	CLM	Colombian in Medellin, Colombia	female
HG01466	CLM54	CLM	Colombian in Medellin, Colombia	female
HG01468	CLM55	CLM	Colombian in Medellin, Colombia	female
HG01471	CLM56	CLM	Colombian in Medellin, Colombia	female
HG01473	CLM57	CLM	Colombian in Medellin, Colombia	male
HG01474	CLM57	CLM	Colombian in Medellin, Colombia	female
HG01477	CLM58	CLM	Colombian in Medellin, Colombia	female
HG01479	CLM59	CLM	Colombian in Medellin, Colombia	male
HG01480	CLM59	CLM	Colombian in Medellin, Colombia	female
HG01481	CLM59	CLM	Colombian in Medellin, Colombia	female
HG01482	CLM60	CLM	Colombian in Medellin, Colombia	male
HG01483	CLM60	CLM	Colombian in Medellin, Colombia	female
HG01484	CLM60	CLM	Colombian in Medellin, Colombia	female
HG01485	CLM61	CLM	Colombian in Medellin, Colombia	male
HG01486	CLM61	CLM	Colombian in Medellin, Colombia	female
HG01487	CLM61	CLM	Colombian in Medellin, Colombia	female
HG01488	CLM62	CLM	Colombian in Medellin, Colombia	male
HG01489	CLM62	CLM	Colombian in Medellin, Colombia	female
HG01490	CLM62	CLM	Colombian in Medellin, Colombia	female
HG01491	CLM63	CLM	Colombian in Medellin, Colombia	male
HG01492	CLM63	CLM	Colombian in Medellin, Colombia	female
HG01493	CLM63	CLM	Colombian in Medellin, Colombia	female
HG01494	CLM64	CLM	Colombian in Medellin, Colombia	male
HG01495	CLM64	CLM	Colombian in Medellin, Colombia	female
HG01496	CLM64	CLM	Colombian in Medellin, Colombia	female
HG01497	CLM65	CLM	Colombian in Medellin, Colombia	male
HG01498	CLM65	CLM	Colombian in Medellin, Colombia	female
HG01499	CLM65	CLM	Colombian in Medellin, Colombia	male
HG01500	IBS001	IBS	Iberian populations in Spain	male
HG01501	IBS001	IBS	Iberian populations in Spain	female
HG01502	IBS001	IBS	Iberian populations in Spain	male
HG01503	IBS002	IBS	Iberian populations in Spain	male
HG01504	IBS002	IBS	Iberian populations in Spain	female
HG01505	IBS002	IBS	Iberian populations in Spain	male
HG01506	IBS003	IBS	Iberian populations in Spain	male
HG01507	IBS003	IBS	Iberian populations in Spain	female
HG01508	IBS003	IBS	Iberian populations in Spain	male
HG01509	IBS004	IBS	Iberian populations in Spain	male
HG01510	IBS004	IBS	Iberian populations in Spain	female
HG01511	IBS004	IBS	Iberian populations in Spain	female
HG01512	IBS005	IBS	Iberian populations in Spain	male
HG01513	IBS005	IBS	Iberian populations in Spain	female
HG01514	IBS005	IBS	Iberian populations in Spain	female
HG01515	IBS006	IBS	Iberian populations in Spain	male
HG01516	IBS006	IBS	Iberian populations in Spain	female
HG01517	IBS006	IBS	Iberian populations in Spain	female
HG01518	IBS007	IBS	Iberian populations in Spain	male
HG01519	IBS007	IBS	Iberian populations in Spain	female
HG01520	IBS007	IBS	Iberian populations in Spain	female
HG01521	IBS008	IBS	Iberian populations in Spain	male
HG01522	IBS008	IBS	Iberian populations in Spain	female
HG01523	IBS008	IBS	Iberian populations in Spain	male
HG01524	IBS009	IBS	Iberian populations in Spain	male
HG01525	IBS009	IBS	Iberian populations in Spain	female
HG01526	IBS009	IBS	Iberian populations in Spain	male
HG01527	IBS010	IBS	Iberian populations in Spain	male
HG01528	IBS010	IBS	Iberian populations in Spain	female
HG01529	IBS010	IBS	Iberian populations in Spain	male
HG01530	IBS011	IBS	Iberian populations in Spain	male
HG01531	IBS011	IBS	Iberian populations in Spain	female
HG01532	IBS011	IBS	Iberian populations in Spain	male
HG01536	IBS013	IBS	Iberian populations in Spain	male
HG01537	IBS013	IBS	Iberian populations in Spain	female
HG01538	IBS013	IBS	Iberian populations in Spain	female
HG01550	CLM66	CLM	Colombian in Medellin, Colombia	male
HG01551	CLM66	CLM	Colombian in Medellin, Colombia	female
HG01552	CLM66	CLM	Colombian in Medellin, Colombia	male
HG01556	CLM68	CLM	Colombian in Medellin, Colombia	male
HG01565	PEL001	PEL	Peruvian in Lima, Peru	male
HG01566	PEL001	PEL	Peruvian in Lima, Peru	female
HG01567	PEL001	PEL	Peruvian in Lima, Peru	female
HG01571	PEL003	PEL	Peruvian in Lima, Peru	male
HG01572	PEL003	PEL	Peruvian in Lima, Peru	female
HG01573	PEL003	PEL	Peruvian in Lima, Peru	female
HG01577	PEL005	PEL	Peruvian in Lima, Peru	male
HG01578	PEL005	PEL	Peruvian in Lima, Peru	female
HG01579	PEL005	PEL	Peruvian in Lima, Peru	male
HG01583	PK02	PJL	Punjabi in Lahore,Pakistan	male
HG01586	PK03	PJL	Punjabi in Lahore,Pakistan	male
HG01589	PK04	PJL	Punjabi in Lahore,Pakistan	male
HG01590	PK04	PJL	Punjabi in Lahore,Pakistan	female
HG01593	PK05	PJL	Punjabi in Lahore,Pakistan	female
HG01594	PK05	PJL	Punjabi in Lahore,Pakistan	male
HG01595	VN001	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG01596	VN002	KHV	Kinh in Ho Chi Minh City, Vietnam	male
HG01597	VN003	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG01598	VN004	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG01599	VN005	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG01600	VN006	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG01601	IBS024	IBS	Iberian populations in Spain	male
HG01602	IBS024	IBS	Iberian populations in Spain	female
HG01603	IBS024	IBS	Iberian populations in Spain	male
HG01604	IBS023	IBS	Iberian populations in Spain	female
HG01605	IBS023	IBS	Iberian populations in Spain	female
HG01606	IBS023	IBS	Iberian populations in Spain	male
HG01607	IBS022	IBS	Iberian populations in Spain	female
HG01608	IBS022	IBS	Iberian populations in Spain	male
HG01609	IBS022	IBS	Iberian populations in Spain	male
HG01610	IBS021	IBS	Iberian populations in Spain	male
HG01611	IBS021	IBS	Iberian populations in Spain	male
HG01612	IBS021	IBS	Iberian populations in Spain	female
HG01613	IBS020	IBS	Iberian populations in Spain	female
HG01614	IBS020	IBS	Iberian populations in Spain	female
HG01615	IBS020	IBS	Iberian populations in Spain	male
HG01616	IBS019	IBS	Iberian populations in Spain	female
HG01617	IBS019	IBS	Iberian populations in Spain	male
HG01618	IBS019	IBS	Iberian populations in Spain	female
HG01619	IBS018	IBS	Iberian populations in Spain	male
HG01620	IBS018	IBS	Iberian populations in Spain	female
HG01621	IBS018	IBS	Iberian populations in Spain	male
HG01622	IBS017	IBS	Iberian populations in Spain	female
HG01623	IBS017	IBS	Iberian populations in Spain	female
HG01624	IBS017	IBS	Iberian populations in Spain	male
HG01625	IBS016	IBS	Iberian populations in Spain	male
HG01626	IBS016	IBS	Iberian populations in Spain	female
HG01627	IBS016	IBS	Iberian populations in Spain	male
HG01628	IBS015	IBS	Iberian populations in Spain	female
HG01629	IBS015	IBS	Iberian populations in Spain	male
HG01630	IBS015	IBS	Iberian populations in Spain	male
HG01631	IBS014	IBS	Iberian populations in Spain	male
HG01632	IBS014	IBS	Iberian populations in Spain	female
HG01633	IBS014	IBS	Iberian populations in Spain	male
HG01667	IBS025	IBS	Iberian populations in Spain	male
HG01668	IBS025	IBS	Iberian populations in Spain	female
HG01669	IBS025	IBS	Iberian populations in Spain	male
HG01670	IBS026	IBS	Iberian populations in Spain	female
HG01671	IBS026	IBS	Iberian populations in Spain	male
HG01672	IBS026	IBS	Iberian populations in Spain	male
HG01673	IBS027	IBS	Iberian populations in Spain	female
HG01674	IBS027	IBS	Iberian populations in Spain	male
HG01675	IBS027	IBS	Iberian populations in Spain	male
HG01676	IBS028	IBS	Iberian populations in Spain	female
HG01677	IBS028	IBS	Iberian populations in Spain	female
HG01678	IBS028	IBS	Iberian populations in Spain	male
HG01679	IBS029	IBS	Iberian populations in Spain	female
HG01680	IBS029	IBS	Iberian populations in Spain	male
HG01681	IBS029	IBS	Iberian populations in Spain	female
HG01682	IBS030	IBS	Iberian populations in Spain	male
HG01683	IBS030	IBS	Iberian populations in Spain	male
HG01684	IBS030	IBS	Iberian populations in Spain	female
HG01685	IBS031	IBS	Iberian populations in Spain	female
HG01686	IBS031	IBS	Iberian populations in Spain	male
HG01687	IBS031	IBS	Iberian populations in Spain	female
HG01694	IBS034	IBS	Iberian populations in Spain	male
HG01695	IBS034	IBS	Iberian populations in Spain	female
HG01696	IBS034	IBS	Iberian populations in Spain	male
HG01697	IBS035	IBS	Iberian populations in Spain	female
HG01698	IBS035	IBS	Iberian populations in Spain	male
HG01699	IBS035	IBS	Iberian populations in Spain	male
HG01700	IBS036	IBS	Iberian populations in Spain	male
HG01701	IBS036	IBS	Iberian populations in Spain	male
HG01702	IBS036	IBS	Iberian populations in Spain	female
HG01703	IBS037	IBS	Iberian populations in Spain	male
HG01704	IBS037	IBS	Iberian populations in Spain	female
HG01705	IBS037	IBS	Iberian populations in Spain	male
HG01706	IBS038	IBS	Iberian populations in Spain	female
HG01707	IBS038	IBS	Iberian populations in Spain	female
HG01708	IBS038	IBS	Iberian populations in Spain	male
HG01709	IBS039	IBS	Iberian populations in Spain	male
HG01710	IBS039	IBS	Iberian populations in Spain	female
HG01711	IBS039	IBS	Iberian populations in Spain	female
HG01746	IBS041	IBS	Iberian populations in Spain	female
HG01747	IBS041	IBS	Iberian populations in Spain	male
HG01748	IBS041	IBS	Iberian populations in Spain	male
HG01755	IBS044	IBS	Iberian populations in Spain	female
HG01756	IBS044	IBS	Iberian populations in Spain	male
HG01757	IBS044	IBS	Iberian populations in Spain	female
HG01761	IBS046	IBS	Iberian populations in Spain	male
HG01762	IBS046	IBS	Iberian populations in Spain	female
HG01763	IBS046	IBS	Iberian populations in Spain	female
HG01764	IBS047	IBS	Iberian populations in Spain	female
HG01765	IBS047	IBS	Iberian populations in Spain	male
HG01766	IBS047	IBS	Iberian populations in Spain	female
HG01767	IBS048	IBS	Iberian populations in Spain	male
HG01768	IBS048	IBS	Iberian populations in Spain	female
HG01769	IBS048	IBS	Iberian populations in Spain	female
HG01770	IBS049	IBS	Iberian populations in Spain	female
HG01771	IBS049	IBS	Iberian populations in Spain	male
HG01772	IBS049	IBS	Iberian populations in Spain	female
HG01773	IBS050	IBS	Iberian populations in Spain	female
HG01774	IBS050	IBS	Iberian populations in Spain	male
HG01775	IBS050	IBS	Iberian populations in Spain	male
HG01776	IBS051	IBS	Iberian populations in Spain	female
HG01777	IBS051	IBS	Iberian populations in Spain	male
HG01778	IBS051	IBS	Iberian populations in Spain	male
HG01779	IBS052	IBS	Iberian populations in Spain	female
HG01780	IBS052	IBS	Iberian populations in Spain	male
HG01781	IBS052	IBS	Iberian populations in Spain	male
HG01782	IBS053	IBS	Iberian populations in Spain	female
HG01783	IBS053	IBS	Iberian populations in Spain	male
HG01784	IBS053	IBS	Iberian populations in Spain	female
